,Series,Record
0,1500 ,"1501: Miles Davis - Miles Davis Volume 1 (5/9/52, 4/20/53)"
1,1500 ,"1502: Miles Davis - Miles Davis Volume 2 (5/9/52, 4/20/53, 3/6/54)"
2,1500 ,"1503: Bud Powell - The Amazing Bud Powell, Vol. 1 (8/9/49, 5/1/51)"
3,1500 ,"1504: Bud Powell - The Amazing Bud Powell, Vol. 2 (5/1/51, 8/14/53)"
4,1500 ,"1505: J. J. Johnson - The Eminent Jay Jay Johnson Volume 1 (6/22/53, 9/24/54)"
5,1500 ,"1506: J. J. Johnson - The Eminent Jay Jay Johnson Volume 2 (6/22/53, 9/24/54, 6/6/55)"
6,1500 ,"1507: Art Blakey and the Jazz Messengers - At the Cafe Bohemia, Vol. 1 (11/23/55)"
7,1500 ,"1508: Art Blakey and the Jazz Messengers - At the Cafe Bohemia, Vol. 2 (11/23/55)"
8,1500 ,"1509: Milt Jackson - Milt Jackson and the Thelonious Monk Quintet (7/2/48, 7/23/51, 4/7/52)"
9,1500 ,"1510: Thelonious Monk - Genius of Modern Music, Volume 1 (10/15/47, 10/24/47, 11/21/47)"
10,1500 ,"1511: Thelonious Monk - Genius of Modern Music, Volume 2 (10/15/47, 10/24/47, 7/23/51, 5/30/52)"
11,1500 ,"1512: Jimmy Smith - A New Sound, A New Star, Volume 1 (2/18/56)"
12,1500 ,1513: Thad Jones - Detroit-New York Junction (3/13/56)
13,1500 ,"1514: Jimmy Smith - A New Sound, A New Star, Volume 2 (3/11/56)"
14,1500 ,"1515: Jutta Hipp - At the Hickory House, Volume 1 (4/5/56)"
15,1500 ,"1516: Jutta Hipp - At the Hickory House, Volume 2 (4/5/56)"
16,1500 ,1517: Gil Mellé - Patterns in Jazz (4/1/56)
17,1500 ,"1518: Horace Silver - Horace Silver and the Jazz Messengers (11/13/54, 2/6/55)"
18,1500 ,"1519: Herbie Nichols - Herbie Nichols Trio (8/7/55, 4/19/56)"
19,1500 ,"1520: Horace Silver and Art Blakey / Sabu (10/9/52, 11/23/53)"
20,1500 ,"1521: Art Blakey - A Night at Birdland, Vol. 1 (2/21/54)"
21,1500 ,"1522: Art Blakey - A Night at Birdland, Vol. 2 (2/21/54)"
22,1500 ,"1523: Kenny Burrell - Introducing Kenny Burrell (5/29/56, 5/30/56)"
23,1500 ,1524: Kenny Dorham - 'Round About Midnight at the Cafe Bohemia (5/31/56)
24,1500 ,"1525: Jimmy Smith - The Incredible Jimmy Smith, Volume 3 (6/17/56)"
25,1500 ,"1526: Clifford Brown - Memorial Album (6/9/53, 8/28/53)"
26,1500 ,1527: Thad Jones - The Magnificent Thad Jones (7/14/56)
27,1500 ,"1528: Jimmy Smith - At Club Baby Grand, Volume 1 (8/4/56)"
28,1500 ,"1529: Jimmy Smith - At Club Baby Grand, Volume 2 (8/4/56)"
29,1500 ,1530: Jutta Hipp - Jutta Hipp with Zoot Sims (7/28/56)
30,1500 ,"1531: Fats Navarro - The Fabulous Fats Navarro, Volume 1 (9/26/47, 10/11/48, 8/9/49)"
31,1500 ,"1532: Fats Navarro - The Fabulous Fats Navarro, Volume 2 (9/13/48, 10/11/48)"
32,1500 ,1533: Johnny Griffin - Introducing Johnny Griffin (4/17/56)
33,1500 ,1534: Paul Chambers - Whims of Chambers (9/21/56)
34,1500 ,"1535: Kenny Dorham - Afro-Cuban (1/30/55, 3/29/55)"
35,1500 ,1536: J. R. Monterose - J. R. Monterose (10/21/56)
36,1500 ,"1537: Lou Donaldson - Quartet/Quintet/Sextet (6/20/52, 11/19/52)"
37,1500 ,1538: Lee Morgan - Lee Morgan Indeed! (11/4/56)
38,1500 ,1539: Horace Silver - 6 Pieces of Silver (11/10/56)
39,1500 ,1540: Hank Mobley - With Donald Byrd and Lee Morgan (11/25/56)
40,1500 ,1541: Lee Morgan - Lee Morgan Vol. 2 (12/2/56)
41,1500 ,"1542: Sonny Rollins - Sonny Rollins, Vol. 1 (12/16/56)"
42,1500 ,"1543: Kenny Burrell - Kenny Burrell Volume 2 (3/12/56, 5/29/56, 5/30/56)"
43,1500 ,1544: Hank Mobley - Hank Mobley and his All Stars (1/13/57)
44,1500 ,1545: Lou Donaldson - Wailing with Lou (1/27/55)
45,1500 ,"1546: Thad Jones - The Magnificent Thad Jones, Volume 3 (7/14/56, 2/2/57)"
46,1500 ,"1547: Jimmy Smith - A Date with Jimmy Smith Volume One (2/11/57, 2/13/57)"
47,1500 ,1548: Jimmy Smith - A Date with Jimmy Smith Volume Two (2/11/57)
48,1500 ,1549: Cliff Jordan/John Gilmore - Blowing in from Chicago (3/3/57)
49,1500 ,"1550: Hank Mobley - With Farmer, Silver, Watkins, Blakey (3/8/57)"
50,1500 ,"1551: Jimmy Smith - At the Organ, Volume 1 (2/12/57)"
51,1500 ,"1552: Jimmy Smith - At the Organ, Volume 2 (2/12/57, 2/13/57)"
52,1500 ,1553: UNUSED
53,1500 ,"1554: Art Blakey - Orgy in Rhythm, Volume 1 (3/7/57)"
54,1500 ,"1555: Art Blakey - Orgy in Rhythm, Volume 2 (3/7/57)"
55,1500 ,"1556: Jimmy Smith - The Sounds of Jimmy Smith (2/11/57, 2/12/57, 2/13/57)"
56,1500 ,1557: Lee Morgan - Lee Morgan Vol. 3 (3/24/57)
57,1500 ,"1558: Sonny Rollins - Sonny Rollins, Vol. 2 (4/14/57)"
58,1500 ,1559: Johnny Griffin - A Blowin' Session (4/6/57)
59,1500 ,1560: Hank Mobley - Hank (4/21/57)
60,1500 ,1561: Sabu Martinez - Palo Congo (4/27/57)
61,1500 ,1562: Horace Silver - The Stylings of Silver (5/8/57)
62,1500 ,1563: Jimmy Smith - Plays Pretty Just for You (5/8/57)
63,1500 ,1564: Paul Chambers - Paul Chambers Quintet (5/19/57)
64,1500 ,1565: Clifford Jordan - Cliff Jordan (6/2/57)
65,1500 ,1566: Lou Donaldson - Swing and Soul (6/9/57)
66,1500 ,1567: Curtis Fuller - The Opener (6/16/57)
67,1500 ,1568: Hank Mobley - Hank Mobley (6/23/57)
68,1500 ,1569: Paul Chambers - Bass on Top (7/14/57)
69,1500 ,"1570: Sonny Clark - Dial ""S"" for Sonny (7/21/57)"
70,1500 ,1571: Bud Powell - Bud! The Amazing Bud Powell (Vol. 3) (8/3/57)
71,1500 ,1572: Curtis Fuller - Bone & Bari (8/4/57)
72,1500 ,1573: John Jenkins - John Jenkins with Kenny Burrell (8/11/57)
73,1500 ,1574: Hank Mobley - Peckin' Time (2/9/58)
74,1500 ,1575: Lee Morgan - City Lights (8/25/57)
75,1500 ,1576: Sonny Clark - Sonny's Crib (9/1/57)
76,1500 ,1577: John Coltrane - Blue Train (9/15/57)
77,1500 ,1578: Lee Morgan - The Cooker (9/29/57)
78,1500 ,1579: Sonny Clark - Sonny Clark Trio (9/13/57)
79,1500 ,1580: Johnny Griffin - The Congregation (10/23/57)
80,1500 ,1581: Sonny Rollins - A Night at the Village Vanguard (11/3/57)
81,1500 ,1582: Clifford Jordan - Cliff Craft (11/10/57)
82,1500 ,1583: Curtis Fuller - Curtis Fuller Volume 3 (12/1/57)
83,1500 ,1584: Louis Smith - Here Comes Louis Smith (2/4/58)
84,1500 ,"1585: Jimmy Smith - Groovin' at Smalls' Paradise, Volume 1 (11/15/57)"
85,1500 ,"1586: Jimmy Smith - Groovin' at Smalls' Paradise, Volume 2 (11/15/57)"
86,1500 ,1587: Bennie Green - Back on the Scene (3/23/58)
87,1500 ,1588: Sonny Clark - Cool Struttin' (1/5/58)
88,1500 ,1589: Horace Silver - Further Explorations (1/13/58)
89,1500 ,"1590: Lee Morgan - Candy (11/18/57, 2/2/58)"
90,1500 ,1591: Lou Donaldson - Lou Takes Off (12/15/57)
91,1500 ,1592: Sonny Clark - [unissued] (12/8/57)
92,1500 ,1593: Lou Donaldson - Blues Walk (7/28/58)
93,1500 ,1594: Louis Smith - Smithville (3/30/58)
94,1500 ,1595: Cannonball Adderley - Somethin' Else (3/9/58)
95,1500 ,1596: Kenny Burrell - Blue Lights Volume 1 (5/14/58)
96,1500 ,1597: Kenny Burrell - Blue Lights Volume 2 (5/14/58)
97,1500 ,1598: Bud Powell - Time Waits: The Amazing Bud Powell (Vol. 4) (5/25/58)
98,1500 ,1599: Bennie Green - Soul Stirrin' (4/28/58)
99,4000 ,4001: Sonny Rollins - Newk's Time (9/22/57)
100,4000 ,"4002: Jimmy Smith - House Party (8/25/57, 2/25/57)"
101,4000 ,4003: Art Blakey and the Jazz Messengers - Moanin' (10/30/58)
102,4000 ,"4004: Art Blakey - Holiday for Skins, Volume 1 (11/9/58)"
103,4000 ,"4005: Art Blakey - Holiday for Skins, Volume 2 (11/9/58)"
104,4000 ,4006: Dizzy Reece - Blues in Trinity (8/24/58)
105,4000 ,4007: Donald Byrd - Off to the Races (12/21/58)
106,4000 ,4008: Horace Silver Quintet - Finger Poppin' (2/1/59)
107,4000 ,4009: Bud Powell - The Scene Changes: The Amazing Bud Powell (Vol. 5) (12/29/58)
108,4000 ,4010: Bennie Green - Walkin' & Talkin' (1/25/59)
109,4000 ,"4011: Jimmy Smith - The Sermon! (8/25/57, 2/25/58)"
110,4000 ,4012: Lou Donaldson with The Three Sounds - LD + 3 (2/18/59)
111,4000 ,4013: Jackie McLean - New Soil (5/2/59)
112,4000 ,4014: The Three Sounds - Bottoms Up! (2/11/59)
113,4000 ,4015: Art Blakey - At the Jazz Corner of the World Vol. 1 (4/15/59)
114,4000 ,4016: Art Blakey - At the Jazz Corner of the World Vol. 2 (4/15/59)
115,4000 ,"4017: Horace Silver - Blowin' the Blues Away (8/29/59, 8/30/59, 9/13/59)"
116,4000 ,4018: Walter Davis Jr. - Davis Cup (8/2/59)
117,4000 ,4019: Donald Byrd - Byrd in Hand (5/31/59)
118,4000 ,4020: The Three Sounds - Good Deal (5/20/59)
119,4000 ,4021: Kenny Burrell with Art Blakey - On View at the Five Spot Cafe (8/25/59)
120,4000 ,4022: Duke Pearson - Profile (10/25/59)
121,4000 ,"4023: Dizzy Reece - Star Bright (11/14/59, 11/19/59)"
122,4000 ,"4024: Jackie McLean - Swing, Swang, Swingin' (10/20/59)"
123,4000 ,"4025: Lou Donaldson - The Time Is Right (10/31/59, 11/28/59)"
124,4000 ,4026: Donald Byrd - Fuego (10/4/59)
125,4000 ,4027: Freddie Redd - The Connection (2/15/60)
126,4000 ,4028: Horace Parlan - Movin' & Groovin' (2/29/60)
127,4000 ,4029: Art Blakey and the Jazz Messengers - The Big Beat (3/6/60)
128,4000 ,4030: Jimmy Smith - Crazy! Baby (1/4/60)
129,4000 ,4031: Hank Mobley - Soul Station (2/7/60)
130,4000 ,4032: Sonny Red - Out of the Blue (1/23/60)
131,4000 ,4033: Dizzy Reece - Soundin' Off (5/12/60)
132,4000 ,4034: Lee Morgan - Lee-Way (4/28/60)
133,4000 ,4035: Duke Pearson - Tender Feelin's (12/16/59)
134,4000 ,"4036: Lou Donaldson - Sunny Side Up (2/5/60, 2/28/60)"
135,4000 ,4037: Horace Parlan - Us Three (4/20/60)
136,4000 ,4038: Jackie McLean - Capuchin Swing (4/17/60)
137,4000 ,4039: Stanley Turrentine - Look Out! (6/18/60)
138,4000 ,4040: Freddie Hubbard - Open Sesame (6/19/60)
139,4000 ,4041: Tina Brooks - True Blue (6/25/60)
140,4000 ,"4042: Horace Silver Quintet - Horace-Scope (7/8/60, 7/9/60)"
141,4000 ,4043: Horace Parlan - Speakin' My Piece (7/14/60)
142,4000 ,4044: The Three Sounds - Moods (6/28/60)
143,4000 ,4045: Freddie Redd - Shades of Redd (8/13/60)
144,4000 ,4046: Duke Jordan - Flight to Jordan (8/4/60)
145,4000 ,4047: Art Taylor - A.T.'s Delight (8/6/60)
146,4000 ,"4048: Donald Byrd - Byrd in Flight (1/17/60, 1/25/60, 7/10/60)"
147,4000 ,4049: Art Blakey and the Jazz Messengers - A Night in Tunisia (8/14/60)
148,4000 ,"4050: Jimmy Smith - Home Cookin' (5/24/59, 6/16/59)"
149,4000 ,4051: Jackie McLean - Jackie's Bag (1/18/59)
150,4000 ,"4052: Tina Brooks - Back to the Tracks (9/1/60, 10/20/60)"
151,4000 ,4053: Lou Donaldson - Light-Foot (12/14/58)
152,4000 ,4054: Art Blakey and the Jazz Messengers - Meet You at the Jazz Corner of the World Volume 1 (9/14/60)
153,4000 ,4055: Art Blakey and the Jazz Messengers - Meet You at the Jazz Corner of the World Volume 2 (9/14/60)
154,4000 ,4056: Freddie Hubbard - Goin' Up (11/6/60)
155,4000 ,4057: Stanley Turrentine with the Three Sounds - Blue Hour (12/16/60)
156,4000 ,4058: Hank Mobley - Roll Call (11/13/60)
157,4000 ,4059: Kenny Drew - Undercurrent (12/11/60)
158,4000 ,"4060: Donald Byrd - At the Half Note Cafe, Volume 1 (11/11/60)"
159,4000 ,"4061: Donald Byrd - At the Half Note Cafe, Volume 2 (11/11/60)"
160,4000 ,4062: Horace Parlan - Headin' South (12/6/60)
161,4000 ,4063: Kenny Dorham - Whistle Stop (1/15/61)
162,4000 ,4064: Grant Green - Grant's First Stand (1/28/61)
163,4000 ,4065: Stanley Turrentine- Comin' Your Way (1/20/61)
164,4000 ,4066: Lou Donaldson - Here 'Tis (1/23/61)
165,4000 ,4067: Jackie McLean - Bluesnik (1/8/61)
166,4000 ,4068: Baby Face Willette - Face to Face (1/30/61)
167,4000 ,"4069: Stanley Turrentine - Up at ""Minton's"", Volume 1 (2/23/61)"
168,4000 ,"4070: Stanley Turrentine - Up at ""Minton's"", Volume 2 (2/23/61)"
169,4000 ,4071: Grant Green - Green Street (4/1/61)
170,4000 ,4072: The Three Sounds - Feelin' Good (6/28/60)
171,4000 ,4073: Freddie Hubbard - Hub Cap (4/9/61)
172,4000 ,4074: Horace Parlan - On the Spur of the Moment (3/18/61)
173,4000 ,4075: Donald Byrd - The Cat Walk (5/2/61)
174,4000 ,"4076: Horace Silver Quintet - Doin' the Thing (5/19/61, 5/20/61)"
175,4000 ,4077: Dexter Gordon - Doin' Allright (5/6/61)
176,4000 ,4078: Jimmy Smith - Midnight Special (4/25/60)
177,4000 ,4079: Lou Donaldson - Gravy Train (4/27/61)
178,4000 ,4080: Hank Mobley - Workout (3/26/61)
179,4000 ,4081: Stanley Turrentine - Dearly Beloved (6/8/61)
180,4000 ,4082: Horace Parlan - Up & Down (6/18/61)
181,4000 ,4083: Dexter Gordon - Dexter Calling... (5/9/61)
182,4000 ,4084: Baby Face Willette - Stop and Listen (5/22/61)
183,4000 ,4085: Freddie Hubbard - Ready for Freddie (8/21/61)
184,4000 ,4086: Grant Green - Grantstand (8/1/61)
185,4000 ,4087: Leo Parker - Let Me Tell You 'Bout It (9/9/61)
186,4000 ,"4088: The Three Sounds - Here We Come (12/13/60, 12/14/60)"
187,4000 ,4089: Jackie McLean - A Fickle Sonance (10/26/61)
